APPARENT CHARGEABILITIES
IPTYPE=1
     50.00     50.00     60.00     70.00   6.18812E-04 0.0
     50.00     50.00     70.00     80.00   2.63306E-03 0.0
     50.00     50.00     80.00     90.00   6.56170E-03 0.0
     50.00     50.00     90.00    100.00   1.17100E-02 0.0
     60.00     60.00     70.00     80.00   1.00869E-03 0.0
     60.00     60.00     80.00     90.00   3.67263E-03 0.0
     60.00     60.00     90.00    100.00   7.62751E-03 0.0
     70.00     70.00     80.00     90.00   1.26923E-03 0.0
     70.00     70.00     90.00    100.00   3.83504E-03 0.0
     80.00     80.00     90.00    100.00   1.29841E-03 0.0
